district,neighborhood,room,living room,area (m2),age,floor,price,neighbourhoodScore
 Sariyer , Tarabya,3,1,170,25,2,60000,A+
 Fatih , Seyyid Omer,2,2,100,37,2,23000,D
 Maltepe , Findikli,1,1,65,5,-1,15000,C+
 Kadikoy , Sahrayi Cedit,3,1,130,12,2,50000,A
 Uskudar , Bulgurlu,2,1,80,25,1,24500,B+
 Sariyer , Maslak,1,0,55,8,4,45000,B+
 Bayrampasa , Kartaltepe,2,1,100,35,4,15500,D
 Sariyer , Maden,4,1,400,5,2,110000,C+
 Kucukcekmece , Cennet,2,1,110,40,2,20000,B
 Kagithane , Telsizler,1,1,75,25,1,17500,C+
 Arnavutkoy , Hicret,1,1,60,0,1,10500,E
 Sisli , Gulbahar,2,1,85,5,0,20000,B+
 Esenyurt , Ucevler,1,1,65,15,-1,10000,C
 Sariyer , Pinar,6,1,450,7,0,350000,E
 Atasehir , Icerenkoy,4,1,155,2,4,37500,B+
 Beykoz , Riva,3,1,150,5,0,65000,C
 Kadikoy , Goztepe,2,1,130,30,3,75000,E
 Beyoglu , Cihangir,1,1,70,70,-1,25000,B
 Besiktas , Nisbetiye,4,1,360,4,21,400000,A+
 Bahcelievler , Kocasinan Merkez,2,1,100,20,3,25000,C
 Besiktas , Ulus,1,1,40,30,0,13000,C+
 Gungoren , Tozkoparan,2,1,100,28,0,11000,E
 Beyoglu , Kamer Hatun,1,1,25,15,2,19000,C
 Sariyer , Istinye,2,1,78,35,4,45000,B
 Kadikoy , Rasimpasa,2,1,90,25,2,28000,A+
 Besiktas , Nisbetiye,3,1,221,0,18,210000,A+
 Zeytinburnu , Sumer,1,1,75,28,5,15500,C
 Basaksehir , Kayabasi,4,1,205,7,6,50000,C+
 Besiktas , Nisbetiye,3,1,132,30,3,69000,A+
 Sancaktepe , Abdurrahmangazi,1,0,76,9,5,21000,E
 Sisli , Izzet Pasa,3,1,160,25,1,31000,C
 Kagithane , Sultan Selim,1,1,55,1,1,20000,D
 Buyukcekmece , Pinartepe,2,1,135,5,-2,25000,B
 Bagcilar , Kazim Karabekir,2,1,85,5,1,21000,E
 Besiktas , Yildiz,3,1,120,50,2,64000,A
 Beylikduzu , Kavakli,2,1,75,3,1,18000,E
 Uskudar , Selimiye,2,1,95,50,0,22000,A
 Kagithane , Celiktepe,3,1,120,7,2,25000,C
 Sisli , Bozkurt,2,1,100,30,2,35000,B+
 Beylikduzu , Kavakli,2,1,120,2,5,32000,E
 Bahcelievler , Hurriyet,1,1,70,4,-1,13000,E
 Esenyurt , Cumhuriyet,1,1,104,11,2,17500,D
 Esenyurt , Sehitler,2,1,180,8,4,20000,E
 Kagithane , Ortabayir,3,1,125,28,2,30000,C+
 Sariyer , Maslak,2,1,145,8,10,70000,B+
 Sariyer , Maslak,2,1,144,7,21,120000,B+
 Uskudar , Sultantepe,2,1,80,40,0,34000,A
 Basaksehir , Ziya Gokalp,2,1,130,5,21,40000,C
 Kucukcekmece , Besyol,2,1,95,30,1,20000,C+
 Maltepe , Altaycesme,2,1,105,26,1,33000,B+
 Sancaktepe , Meclis,3,1,144,31,1,22000,C
 Beykoz , Camlibahce,3,1,110,30,1,20000,E
 Fatih , Topkapi,2,1,90,42,0,25000,B
 Kucukcekmece , Atakent,1,1,94,5,12,36500,C+
 Sariyer , Ayazaga,1,1,87,6,12,55000,C
 Maltepe , Altintepe,3,1,130,25,1,33000,A
 Sariyer , Maslak,3,1,185,11,10,85000,B+
 Beykoz , Acarlar,4,1,210,3,2,240000,A+
 Fatih , Cerrahpasa,3,1,110,40,2,21000,C
 Fatih , Koca Mustafapasa,3,1,120,40,4,32000,E
 Sisli , Inonu,2,1,80,10,4,35000,E
 Atasehir , Kayisdagi,1,1,52,4,1,25000,B
 Sisli , Tesvikiye,2,1,95,35,1,60000,A
 Bakirkoy , Cevizlik,1,1,60,38,0,18500,B+
 Sisli , Harbiye,4,1,220,40,2,160000,A
 Kucukcekmece , Istasyon,3,1,169,0,5,55000,B+
 Sisli , Ergenekon,3,1,120,30,1,48000,B+
 Zeytinburnu , Sumer,2,1,80,15,-1,14000,C
 Bakirkoy , Yesilkoy,2,1,100,45,2,40000,A+
 Fatih , Sehremini,2,1,90,35,3,18000,C
 Sisli , Ferikoy,2,1,80,4,2,35000,B
 Beylikduzu , Yakuplu,2,1,78,2,0,19000,E
 Eyupsultan , Karadolap,2,1,105,6,7,35000,C
 Atasehir , Icerenkoy,2,1,90,28,2,20000,B+
 Beylikduzu , Gurpinar,2,1,120,25,4,14000,D
 Sultanbeyli , Mecidiye,2,1,85,0,2,20000,E
 Bahcelievler , Soganli,1,1,80,30,5,10000,B
 Sariyer , Maslak,2,1,110,5,17,75000,B+
 Umraniye , Yamanevler,2,1,75,4,0,20000,D
 Fatih , Yedikule,1,1,50,32,-1,8000,E
 Esenyurt , Mehmet Akif Ersoy,1,1,85,8,0,10000,E
 Avcilar , Mustafa Kemal Pasa,3,1,105,15,2,20000,E
 Sariyer , Ayazaga,3,1,170,25,-2,30000,C
 Maltepe , Altintepe,3,1,125,30,4,27500,A
 Silivri , Alibey,3,1,130,10,0,18000,C
 Bahcelievler , Soganli,1,1,75,0,0,15000,B
 Kagithane , Celiktepe,3,1,135,10,4,28500,C
 Kucukcekmece , Atakent,2,1,80,20,5,24000,C+
 Bahcelievler , Soganli,3,1,120,36,3,19000,B
 Pendik , Yayalar,2,1,108,5,4,28500,C+
 Avcilar , Mustafa Kemal Pasa,2,1,85,33,4,15000,E
 Bakirkoy , Cevizlik,2,1,85,40,2,25000,B+
 Kucukcekmece , Yesilova,3,1,130,28,5,14500,C
 Umraniye , Ihlamurkuyu,2,1,105,27,2,20000,D
 Besiktas , Levent,1,1,52,25,1,25000,A+
 Bakirkoy , Senlikkoy,4,1,250,16,2,110000,A
 Kucukcekmece , Kanarya,2,1,85,0,2,19000,C
 Kucukcekmece , Tevfik Bey,2,1,135,7,-2,30000,C+
 Sisli , Mahmut Sevket Pasa,2,1,60,28,0,20000,E
 Silivri , Yeni,3,1,166,4,5,35000,B
 Avcilar , Ambarli,2,1,95,31,3,14000,C+
 Esenyurt , Saadetdere,1,1,90,10,0,13750,D
 Esenyurt , Akevler,3,1,100,0,1,21000,B
 Eyupsultan , Circir,2,1,95,4,8,32500,C
 Eyupsultan , Guzeltepe,3,1,150,5,6,28000,B
 Cekmekoy , Mimar Sinan,2,1,85,5,2,28000,E
 Uskudar , Zeynep Kamil,3,1,125,30,2,25500,C+
 Uskudar , Zeynep Kamil,1,11,50,30,0,20000,C+
 Eyupsultan , Aksemsettin,3,1,130,21,1,25000,E
 Esenyurt , Mehtercesme,2,1,90,5,0,10000,C
 Kagithane , Yahya Kemal,5,1,150,0,4,35000,E
 Uskudar , Unalan,2,1,97,26,5,21500,C
 Kagithane , Caglayan,2,1,80,5,1,20000,C+
 Fatih , Seyyid Omer,2,1,100,35,2,27000,D
 Avcilar , Cihangir,2,1,90,6,2,25000,B
 Kagithane , Harmantepe,2,1,100,7,1,29000,E
 Gaziosmanpasa , Yildiztabya,2,1,85,40,2,15000,C+
 Uskudar , Icadiye,2,1,85,31,3,30000,B+
 Kagithane , Caglayan,2,2,150,10,2,35000,C+
 Uskudar , Ahmediye,3,1,90,42,2,20000,C
 Esenler , Nine Hatun,3,1,145,25,2,18500,E
 Uskudar , Cengelkoy,3,1,135,0,2,56250,B
 Eyupsultan , Aksemsettin,2,1,90,16,3,22500,E
 Sisli , Merkez,3,0,135,11,1,45000,D
 Bahcelievler , Bahcelievler,3,1,120,35,7,30000,C+
 Sultanbeyli , Yavuz Selim,2,1,85,3,3,20000,E
 Uskudar , Murat Reis,3,1,100,35,3,21000,B+
 Beyoglu , Cihangir,2,1,85,34,1,35000,B
 Beylikduzu , Baris,3,1,150,16,14,23000,B+
 Kagithane , Sultan Selim,2,1,90,29,5,29999,D
 Beylikduzu , Kavakli,7,2,750,21,0,55000,E
 Sisli , Fulya,3,1,117,21,3,58000,A
 Umraniye , Namik Kemal,3,1,130,16,3,40000,E
 Bakirkoy , Zuhuratbaba,2,1,85,4,1,42000,A+
 Beykoz , Kavacik,4,1,510,25,0,180000,B+
 Kucukcekmece , Yesilova,1,1,80,11,1,19000,C
 Maltepe , Baglarbasi,3,1,160,31,2,25000,C
 Uskudar , Ahmediye,2,1,65,42,1,19000,C
 Atasehir , Inonu,3,1,220,16,2,85000,E
 Kagithane , Sultan Selim,2,1,107,5,2,55000,D
 Fatih , Sehremini,2,1,75,40,2,19000,C
 Avcilar , Denizkoskler,5,2,300,25,5,23000,B
 Eyupsultan , Alibeykoy,2,1,75,8,1,18500,B
 Sisli , Cumhuriyet,1,1,76,5,7,50000,D
 Maltepe , Findikli,1,1,45,3,5,25000,C+
 Atasehir , Ornek,1,1,62,13,21,39000,C+
 Maltepe , Altintepe,3,1,90,0,5,47500,A
 Basaksehir , Basaksehir,1,1,58,0,6,24000,B
 Esenyurt , Suleymaniye,2,1,100,7,4,19000,D
 Fatih , Sehremini,2,1,95,39,1,19000,C
 Uskudar , Bahcelievler,2,1,110,30,1,32000,C+
 Bahcelievler , Bahcelievler,2,1,90,22,0,27500,C+
 Maltepe , Cevizli,1,1,55,5,0,25000,C+
 Kadikoy , Erenkoy,2,1,90,5,8,66000,A
 Sisli , Bozkurt,2,1,109,4,1,45000,B+
 Kagithane , Ortabayir,3,1,140,25,4,26500,C+
 Pendik , Dumlupinar,3,1,100,0,9,30000,E
 Fatih , Mevlanakapi,2,1,80,40,4,16000,E
 Kartal , Hurriyet,3,1,155,30,3,24000,E
 Besiktas , Ortakoy,2,1,110,35,1,70000,C+
 Besiktas , Etiler,1,1,45,31,1,40000,A+
 Kadikoy , Osmanaga,1,1,70,40,5,33000,A
 Esenyurt , Selahaddin Eyyubi,2,1,93,3,0,10000,D
 Eyupsultan , Defterdar,3,1,100,30,5,21000,D
 Sisli , Eskisehir,2,1,85,35,4,20000,C
 Sisli , Harbiye,2,1,208,20,21,348000,A
 Cekmekoy , Mehmet Akif,2,1,100,5,5,27500,E
 Besiktas , Yildiz,4,1,232,40,0,180000,A
 Kartal , Hurriyet,2,1,105,7,2,23500,E
 Sariyer , Kumkoy,3,1,100,30,-1,35000,
 Uskudar , Aziz Mahmut Hudayi,2,1,75,0,0,27000,A
 Kagithane , Sultan Selim,2,2,90,10,5,35000,D
 Kagithane , Hamidiye,2,1,85,9,-1,20000,E
 Kadikoy , Bostanci,3,1,120,7,3,63000,A
 Sisli , Mecidiyekoy,2,1,75,9,-1,19000,B+
 Kagithane , Caglayan,2,1,110,13,2,30000,C+
 Beyoglu , Piri Pasa,2,1,100,15,1,27000,E
 Kagithane , Sultan Selim,2,1,85,28,4,20000,D
 Sariyer , Ayazaga,1,1,49,20,0,15500,C
 Fatih , Yedikule,2,1,80,45,2,14000,E
 Maltepe , Baglarbasi,3,1,120,0,5,55000,C
 Sariyer , Kirecburnu,3,1,125,25,4,35000,C+
 Fatih , Aksemsettin,3,1,130,40,2,26000,E
 Beykoz , Kavacik,3,1,200,16,4,50000,B+
 Beyoglu , Hacimimi,2,1,30,50,2,35000,C+
 Sisli , Mecidiyekoy,2,1,100,16,2,30000,B+
 Kagithane , Sultan Selim,2,1,80,0,1,25000,D
 Eyupsultan , Guzeltepe,2,1,80,18,1,18000,B
 Kagithane , Caglayan,3,1,113,25,2,17500,C+
 Esenyurt , Koza,1,1,75,6,2,17500,B+
 Arnavutkoy , Hastane,1,1,75,8,1,12500,E
 Eyupsultan , Dugmeciler,2,1,120,15,3,4000,C
 Basaksehir , Guvercintepe,2,1,90,3,6,19000,D
 Kucukcekmece , Gultepe,1,0,50,30,1,12000,E
 Umraniye , Esenevler,3,1,120,6,2,45000,C
 Esenler , Nine Hatun,3,1,120,30,0,15000,E
 Sisli , Gulbahar,2,1,85,11,4,25000,B+
 Bahcelievler , Siyavuspasa,2,1,75,26,4,21000,C+
 Maltepe , Cevizli,1,1,55,10,1,25000,C+
 Sariyer , Maslak,1,1,75,6,12,55000,B+
 Bahcelievler , Kocasinan Merkez,1,1,60,13,0,13000,C
 Sisli , Mecidiyekoy,2,1,75,20,0,24000,B+
 Bagcilar , 15 Temmuz,2,1,75,5,1,20000,
 Zeytinburnu , Gokalp,1,1,90,26,3,18000,E
 Bahcelievler , Kocasinan Merkez,2,1,90,8,3,17500,C
 Bakirkoy , Sakizagaci,3,1,150,31,1,30000,B+
 Gungoren , Sanayi,2,1,125,27,5,20000,E
 Kucukcekmece , Cennet,2,1,95,35,4,14500,B
 Sariyer , Resitpasa,3,1,170,20,2,50000,B+
 Silivri , Mimar Sinan,2,1,105,0,2,18000,E
 Beykoz , Kavacik,4,1,150,16,0,6000,B+
 Sisli , Merkez,2,1,140,40,2,40000,D
 Kartal , Yakacik Carsi,3,1,130,25,1,24500,B
 Arnavutkoy , Tasoluk,4,2,180,0,4,30000,E
 Beyoglu , Gumussuyu,1,1,65,31,4,40000,C+
 Avcilar , Gumuspala,1,1,80,30,0,8500,C
 Fatih , Mevlanakapi,2,1,75,45,1,12500,E
 Atasehir , Inonu,2,1,85,10,4,22500,E
 Arnavutkoy , Yunus Emre,1,1,70,2,3,14500,E
 Kagithane , Caglayan,2,2,150,11,4,27500,C+
 Maltepe , Cevizli,2,1,165,5,21,55000,C+
 Sisli , Gulbahar,2,1,80,25,0,17500,B+
 Silivri , Mimar Sinan,2,1,100,1,3,19000,E
 Eyupsultan , Emniyettepe,3,1,125,7,5,26000,D
 Adalar , Heybeliada,2,1,75,21,2,42500,B
 Fatih , Molla Gurani,4,1,205,11,2,60000,B
 Kadikoy , Caferaga,1,1,55,25,2,30000,A+
 Atasehir , Barbaros,1,1,72,8,15,39500,D
 Esenyurt , Esenkent,3,1,146,25,1,26000,E
 Besiktas , Levent,2,1,108,21,5,61920,A+
 Maltepe , Yali,3,1,160,25,2,32000,C+
 Uskudar , Salacak,2,1,120,31,1,50000,A
 Uskudar , Beylerbeyi,3,1,115,45,2,140000,A+
 Beyoglu , Camiikebir,2,1,80,45,4,14000,D
 Sisli , Bozkurt,3,1,180,31,5,40000,B+
 Kadikoy , Egitim,2,1,100,50,1,14600,A
 Fatih , Mevlanakapi,1,1,65,35,4,15000,E
 Besiktas , Cihannuma,1,1,85,25,1,22500,A
 Kucukcekmece , Yesilova,2,1,100,26,2,15000,C
 Zeytinburnu , Veliefendi,2,1,80,26,3,13000,D
 Fatih , Sumbul Efendi,4,1,280,31,4,47000,E
 Kucukcekmece , Gultepe,2,1,70,0,1,26000,E
 Sariyer , Yenikoy,3,1,130,30,3,55000,E
 Eyupsultan , Mimar Sinan,3,1,137,4,5,80000,E
 Kagithane , Ortabayir,3,1,120,25,2,21500,C+
 Kartal , Orhantepe,2,1,90,1,2,30000,B
 Kagithane , Telsizler,2,1,80,25,4,17500,C+
 Beykoz , Cubuklu,2,1,80,25,0,19500,D
 Umraniye , Ataturk,3,1,140,21,2,30500,E
 Fatih , Seyyid Omer,1,1,70,35,0,11000,D
 Beykoz , Kavacik,1,1,65,45,4,18000,B+
 Uskudar , Barbaros,2,1,83,35,1,27000,D
 Fatih , Aksaray,2,1,85,31,3,20000,E
 Kagithane , Harmantepe,2,1,85,0,2,25000,E
 Esenyurt , Zafer,1,1,75,7,11,11000,C+
 Kagithane , Merkez,1,1,68,4,9,40000,D
 Maltepe , Kucukyali,2,1,105,0,2,46000,
 Kadikoy , Goztepe,3,1,125,30,1,45000,E
 Bahcelievler , Yenibosna Merkez,1,1,65,3,4,27500,C+
 Besiktas , Nisbetiye,4,1,360,4,21,410000,A+
 Atasehir , Inonu,1,1,60,5,1,20000,E
 Kagithane , Ortabayir,2,1,70,30,4,22500,C+
 Atasehir , Kucukbakkalkoy,1,1,55,18,2,32000,A
 Sariyer , Zekeriyakoy,2,1,96,27,0,35000,A
 Kagithane , Emniyet Evleri,3,1,270,5,15,170000,B
 Besiktas , Levent,2,1,85,32,0,44000,A+
 Eyupsultan , Islambey,4,2,175,14,4,25500,E
 Besiktas , Kultur,1,1,90,40,7,105000,A+
 Bahcelievler , Bahcelievler,1,1,65,0,0,32000,C+
 Kucukcekmece , Cennet,1,1,60,26,1,13000,B
 Basaksehir , Basaksehir,2,1,90,21,1,25000,B
 Buyukcekmece , Ataturk,2,1,90,31,2,14000,E
 Maltepe , Altintepe,3,1,125,10,2,45000,A
 Sancaktepe , Abdurrahmangazi,3,1,155,4,2,44000,E
 Sariyer , Sariyer Merkez,2,1,85,0,2,40000,B+
 Avcilar , Mustafa Kemal Pasa,3,1,150,8,1,25000,E
 Uskudar , Zeynep Kamil,2,1,75,30,0,20000,C+
 Kartal , Hurriyet,3,1,160,9,10,42500,E
 Esenyurt , Cumhuriyet,1,0,74,11,2,16000,D
 Basaksehir , Ziya Gokalp,3,1,183,11,20,52000,C
 Bahcelievler , Bahcelievler,3,1,145,10,5,64000,C+
 Bayrampasa , Kartaltepe,2,1,100,25,0,22500,D
 Maltepe , Altaycesme,3,1,125,21,2,37500,B+
 Sariyer , Ayazaga,2,2,85,9,2,32000,C
 Sariyer , Ayazaga,1,1,53,9,0,26000,C
 Uskudar , Murat Reis,1,1,55,0,0,27000,B+
 Sancaktepe , Emek,1,1,68,9,2,25000,D
 Avcilar , Tahtakale,3,1,134,6,11,38500,D
 Sariyer , Huzur,2,1,102,5,7,77000,E
 Avcilar , Denizkoskler,3,1,130,29,4,19000,B
 Kagithane , Ortabayir,2,1,100,23,2,25000,C+
 Beylikduzu , Adnan Kahveci,2,1,125,7,2,25500,B+
 Sariyer , Huzur,4,1,210,3,4,130000,E
 Avcilar , Tahtakale,3,1,159,5,0,35000,D
 Atasehir , Icerenkoy,1,0,43,12,2,25000,B+
 Sile , Balibey,2,1,100,24,2,22000,C+
 Umraniye , Tatlisu,3,1,145,14,3,50000,B
 Beyoglu , Gumussuyu,2,1,90,40,0,60000,C+
 Kucukcekmece , Halkali Merkez,3,2,120,4,5,30000,C
 Kagithane , Sultan Selim,1,0,30,2,7,15000,D
 Besiktas , Levazim,4,1,340,5,13,550000,A+
 Avcilar , Cihangir,2,1,90,25,2,14000,B
 Kucukcekmece , Cumhuriyet,4,1,200,28,4,25000,D
 Kadikoy , Hasanpasa,2,1,105,35,0,27000,E
 Kadikoy , Hasanpasa,2,1,80,31,1,27000,E
 Buyukcekmece , Fatih,1,1,70,32,0,10000,E
 Esenyurt , Barbaros Hayrettin Pasa,3,1,128,11,0,45000,E
 Zeytinburnu , Gokalp,3,1,130,0,3,40000,E
 Bagcilar , Mahmutbey,3,1,150,0,8,43000,E
 Sariyer , Huzur,2,1,100,4,21,75000,E
 Beyoglu , Yenisehir,1,0,59,25,2,18900,E
 Kadikoy , Erenkoy,3,1,150,28,6,70000,A
 Besiktas , Ulus,2,1,130,25,3,36000,C+
 Kagithane , Harmantepe,1,1,65,30,1,15000,E
 Sisli , Gulbahar,2,1,95,15,1,18500,B+
 Kartal , Hurriyet,3,1,150,25,8,25000,E
 Pendik , Sapan Baglari,2,1,100,10,2,25000,B
 Kucukcekmece , Sultan Murat,2,1,100,24,1,14000,D
 Beykoz , Incirkoy,2,1,70,15,2,20000,E
 Sisli , Mesrutiyet,1,1,50,31,2,50000,B+
 Umraniye , Madenler,1,1,45,30,2,18000,B
 Maltepe , Altintepe,3,1,110,0,3,62000,A
 Eyupsultan , Gokturk Merkez,3,1,290,14,4,80000,B+
 Kagithane , Sultan Selim,4,2,220,0,5,50000,D
 Fatih , Sehremini,2,1,80,40,2,20000,C
 Bahcelievler , Siyavuspasa,2,1,80,35,0,10000,C+
 Kucukcekmece , Inonu,2,1,120,28,6,16500,E
 Bahcelievler , Soganli,1,1,70,30,5,20000,B
 Maltepe , Kucukyali,4,1,160,24,3,37000,
 Kucukcekmece , Gultepe,3,2,180,15,3,30000,E
 Sisli , Halaskargazi,1,1,82,5,3,40000,A
 Bakirkoy , Kartaltepe,1,1,60,50,2,21500,D
 Bagcilar , 15 Temmuz,1,1,60,31,1,8000,
 Bakirkoy , Senlikkoy,3,1,165,22,1,65000,A
 Buyukcekmece , Fatih,3,1,140,25,2,24000,E
 Besiktas , Akat,4,1,200,27,6,140000,A+
 Sisli , Gulbahar,2,1,120,26,4,47000,B+
 Esenyurt , Turgut Ozal,2,1,100,12,2,18000,D
 Esenyurt , Mehtercesme,2,1,100,5,3,15000,C
 Kucukcekmece , Kanarya,2,1,145,29,0,15000,C
 Buyukcekmece , Pinartepe,3,1,135,6,-1,26000,B
 Esenyurt , Inonu,2,1,80,0,2,16000,E
 Zeytinburnu , Telsiz,2,1,80,10,2,22000,E
 Kadikoy , Caferaga,3,1,150,50,3,45000,A+
 Tuzla , Orta,2,1,105,11,4,20000,E
 Kucukcekmece , Atakent,1,1,55,28,3,16000,C+
 Sisli , Gulbahar,1,1,65,5,4,23000,B+
 Avcilar , Ambarli,3,1,115,31,1,15000,C+
 Kagithane , Hurriyet,1,1,65,26,4,17000,E
 Uskudar , Zeynep Kamil,1,1,75,31,-1,14000,C+
 Eyupsultan , Yesilpinar,2,1,95,5,2,26000,D
 Beylikduzu , Adnan Kahveci,2,1,100,5,3,22000,B+
 Fatih , Aksemsettin,2,1,75,11,4,22000,E
 Fatih , Mevlanakapi,2,1,80,35,2,19000,E
 Uskudar , Murat Reis,2,1,120,35,4,35000,B+
 Kucukcekmece , Tevfik Bey,2,1,105,28,0,20000,C+
 Uskudar , Icadiye,2,1,85,31,3,30000,B+
 Kucukcekmece , Atakent,2,1,90,15,11,25000,C+
 Silivri , Piri Mehmet Pasa,3,1,130,13,2,23000,C+
 Kucukcekmece , Fevzi Cakmak,3,1,110,26,2,15000,E
 Kagithane , Ortabayir,3,1,125,25,3,23500,C+
 Bakirkoy , Senlikkoy,4,1,200,21,2,75000,A
 Beyoglu , Cihangir,2,1,70,31,1,30000,B
 Beylikduzu , Sahil,1,1,75,20,9,15000,D
 Sariyer , Zekeriyakoy,1,1,79,8,3,50000,A
 Besiktas , Levent,2,1,80,0,0,22000,A+
 Kucukcekmece , Atakent,3,1,135,15,12,37000,C+
 Bakirkoy , Senlikkoy,4,1,260,22,2,105000,A
 Beyoglu , Bostan,1,1,90,50,5,30000,B
 Atasehir , Icerenkoy,2,1,90,25,2,26000,B+
 Maltepe , Findikli,1,1,55,3,0,22000,C+
 Atasehir , Ornek,2,1,78,13,3,44000,C+
 Kadikoy , Rasimpasa,2,1,134,44,2,46000,A+
 Sisli , Gulbahar,1,2,90,30,0,25000,B+
 Fatih , Sehremini,2,1,80,35,0,18000,C
 Sisli , Ferikoy,2,1,110,35,6,15000,B
 Uskudar , Murat Reis,2,1,90,40,2,25000,B+
 Sisli , Izzet Pasa,1,1,65,31,0,20000,C
 Sisli , Mecidiyekoy,2,1,90,50,3,30000,B+
 Sisli , Gulbahar,3,1,135,30,3,26000,B+
 Kagithane , Celiktepe,1,1,65,5,1,36000,C
 Beyoglu , Tomtom,1,1,80,50,4,65000,B+
 Kagithane , Harmantepe,3,1,133,25,4,20000,E
 Beyoglu , Kilicali Pasa,3,1,100,45,2,55000,A+
 Besiktas , Etiler,1,1,45,31,1,38000,A+
 Fatih , Koca Mustafapasa,2,1,75,45,4,16500,E
 Kadikoy , Suadiye,2,1,80,31,-1,32000,A+
 Bakirkoy , Atakoy 3-4-11. Kisim,2,1,110,30,2,39000,A
 Uskudar , Unalan,2,1,100,15,3,25000,C
 Beykoz , Mahmutsevketpasa,5,1,450,21,0,225000,E
 Besiktas , Yildiz,2,1,110,31,2,75000,A
 Beylikduzu , Adnan Kahveci,3,1,170,13,6,37000,B+
 Avcilar , Universite,3,1,110,25,3,15000,B
 Sisli , Fulya,1,1,120,7,2,60000,A
 Kadikoy , Bostanci,3,1,120,7,3,63000,A
 Sisli , Gulbahar,3,1,130,31,4,26000,B+
 Sariyer , Cumhuriyet,3,1,115,28,0,25000,D
 Gaziosmanpasa , Merkez,3,1,130,16,4,19000,D
 Basaksehir , Guvercintepe,2,1,90,11,1,10000,D
 Kagithane , Celiktepe,1,1,55,40,0,10000,C
 Gungoren , Merkez,3,1,120,33,4,18000,D
 Esenyurt , Piri Reis,3,1,115,0,2,30000,C
 Sisli , Ferikoy,2,1,120,40,0,4100000,B
 Sisli , Gulbahar,3,1,120,31,1,33000,B+
 Bagcilar , 15 Temmuz,1,1,83,8,17,28500,
 Maltepe , Kucukyali,3,1,130,28,2,35000,
 Basaksehir , Kayabasi,2,1,85,5,8,22000,C+
 Sile , Cavus,3,1,135,0,-2,30000,C+
 Esenyurt , Baglarcesme,3,1,150,8,1,16000,E
 Atasehir , Kayisdagi,1,1,50,2,4,23000,B
 Sariyer , Ayazaga,2,1,120,25,5,25000,C
 Esenyurt , Cinar,2,1,90,7,1,14000,D
 Uskudar , Murat Reis,1,1,50,0,0,25000,B+
 Sisli , Duatepe,3,1,110,20,1,33000,B+
 Kagithane , Sultan Selim,1,1,60,6,1,27000,D
 Beykoz , Kavacik,1,1,70,30,1,16000,B+
 Sariyer , Kirecburnu,3,1,140,25,4,42000,C+
 Sisli , Ferikoy,1,1,87,4,2,30000,B
 Besiktas , Abbasaga,2,1,60,40,1,35000,B+
 Kartal , Yakacik Carsi,3,1,130,25,1,24500,B
 Kadikoy , Fenerbahce,3,1,150,35,2,55000,A+
 Beyoglu , Purtelas Hasan Efendi,3,1,135,55,2,62500,A
 Beyoglu , Purtelas Hasan Efendi,3,1,135,55,2,62500,A
 Beyoglu , Katip Mustafa Celebi,1,0,35,7,3,26000,C+
 Kagithane , Hurriyet,4,1,140,11,3,24000,E
 Esenyurt , Mehmet Akif Ersoy,2,1,100,6,2,13000,E
 Sisli , Gulbahar,1,1,65,7,2,16500,B+
 Fatih , Sehremini,3,1,100,39,2,29000,C
 Sisli , Eskisehir,2,1,85,40,5,15000,C
 Esenyurt , Hurriyet,2,1,95,8,0,9000,E
 Silivri , Yeni,2,1,105,0,2,20000,B
 Sisli , Tesvikiye,3,1,220,35,2,67500,A
 Sariyer , Tarabya,6,1,320,32,2,200000,A+
 Avcilar , Mustafa Kemal Pasa,2,1,95,25,4,13000,E
 Beykoz , Kavacik,3,1,180,10,2,50000,B+
 Besiktas , Nisbetiye,2,1,110,40,3,50000,A+
 Atasehir , Fetih,3,1,130,34,2,26000,B
 Sariyer , Cayirbasi,3,1,130,30,1,30000,C+
 Fatih , Ayvansaray,1,1,65,30,1,15000,E
 Kagithane , Merkez,1,1,70,2,5,35000,D
 Silivri , Yeni,2,1,105,0,1,22500,B
 Kagithane , Telsizler,1,1,60,22,2,2250000,C+
 Gungoren , Haznedar,2,1,120,45,3,22500,B
 Uskudar , Zeynep Kamil,1,0,25,30,0,13500,C+
 Beylikduzu , Baris,3,1,145,35,1,23500,B+
 Uskudar , Zeynep Kamil,1,1,70,23,2,20000,C+
 Sariyer , Demircikoy,3,1,120,1,2,35000,B+
 Pendik , Yenisehir,3,1,135,15,2,12000,E
 Esenyurt , Guzelyurt,1,0,65,0,2,12500,E
 Sariyer , Bahcekoy Merkez,3,1,160,20,2,32000,B
 Bagcilar , Mahmutbey,1,1,75,0,3,22000,E
 Sisli , Esentepe,3,1,252,11,3,198770,D
 Kartal , Hurriyet,3,1,145,23,4,22000,E
 Sisli , Merkez,3,1,120,45,4,30000,D
 Beyoglu , Tomtom,3,1,110,88,6,40000,B+
 Arnavutkoy , Anadolu,2,1,85,5,0,17000,D
 Beykoz , Acarlar,7,2,1250,5,0,975000,A+
 Kadikoy , Fenerbahce,2,1,100,50,4,40000,A+
 Sisli , Mecidiyekoy,2,1,80,26,0,29000,B+
 Beylikduzu , Adnan Kahveci,2,1,90,20,2,23000,B+
 Sisli , Mecidiyekoy,1,1,60,0,3,35000,B+
 Maltepe , Altaycesme,2,1,105,5,1,39500,B+
 Kadikoy , Egitim,1,1,65,45,2,19000,A
